gene_ID	transcript_ID	annot_gene_id	annot_transcript_id	annot_gene_name	annot_transcript_name	n_exons	length	gene_novelty	transcript_novelty	ISM_subtype	Plasmomerged1
3535	8176	PF3D7_1224400	TALONT000008176	TALONG000003535	TALONT000008176	3	2986	Known	NNC	None	1
3535	8177	PF3D7_1224400	TALONT000008177	TALONG000003535	TALONT000008177	1	1	Known	Genomic	None	1
3536	8178	PF3D7_1224500	TALONT000008178	TALONG000003536	TALONT000008178	2	2333	Known	NNC	None	1
3536	8179	PF3D7_1224500	TALONT000008179	TALONG000003536	TALONT000008179	3	2414	Known	NNC	None	1
3536	8180	PF3D7_1224500	TALONT000008180	TALONG000003536	TALONT000008180	3	1780	Known	NNC	None	1
3536	8181	PF3D7_1224500	TALONT000008181	TALONG000003536	TALONT000008181	1	298	Known	Genomic	None	2
5562	8182	TALONG000005562	TALONT000008182	TALONG000005562	TALONT000008182	1	91	Antisense	Antisense	None	1
3544	8183	PF3D7_1225300	TALONT000008183	TALONG000003544	TALONT000008183	2	2410	Known	Genomic	None	1
3544	8184	PF3D7_1225300	TALONT000008184	TALONG000003544	TALONT000008184	2	1548	Known	NNC	None	1
3546	8185	PF3D7_1225500	TALONT000008185	TALONG000003546	TALONT000008185	3	1850	Known	NNC	None	1
3546	8186	PF3D7_1225500	TALONT000008186	TALONG000003546	TALONT000008186	2	1513	Known	NNC	None	1
3547	8187	PF3D7_1225600	TALONT000008187	TALONG000003547	TALONT000008187	2	2028	Known	Genomic	None	1
3548	8188	PF3D7_1225700	TALONT000008188	TALONG000003548	TALONT000008188	2	3339	Known	Genomic	None	1
3549	8189	PF3D7_1225800	TALONT000008189	TALONG000003549	TALONT000008189	4	4380	Known	NNC	None	1
3549	8190	PF3D7_1225800	TALONT000008190	TALONG000003549	TALONT000008190	2	3698	Known	ISM	Suffix	11
3549	8191	PF3D7_1225800	TALONT000008191	TALONG000003549	TALONT000008191	3	2948	Known	NNC	None	1
3549	8192	PF3D7_1225800	TALONT000008192	TALONG000003549	TALONT000008192	2	1906	Known	NNC	None	1
3549	8193	PF3D7_1225800	TALONT000008193	TALONG000003549	TALONT000008193	1	62	Known	Genomic	None	1
3554	8194	PF3D7_1226300	TALONT000008194	TALONG000003554	TALONT000008194	2	285	Known	Genomic	None	1
5563	8195	TALONG000005563	TALONT000008195	TALONG000005563	TALONT000008195	1	511	Antisense	Antisense	None	1
3566	8196	PF3D7_1227500	TALONT000008196	TALONG000003566	TALONT000008196	1	999	Known	Genomic	None	1
3568	8197	PF3D7_1227700	TALONT000008197	TALONG000003568	TALONT000008197	1	28	Known	Genomic	None	1
3568	8198	PF3D7_1227700	TALONT000008198	TALONG000003568	TALONT000008198	2	1990	Known	ISM	Suffix	1
3572	8199	PF3D7_1228100	TALONT000008199	TALONG000003572	TALONT000008199	2	1511	Known	ISM	Suffix	1
3576	8200	PF3D7_1228500	TALONT000008200	TALONG000003576	TALONT000008200	3	1601	Known	NNC	None	1
3577	8201	PF3D7_1228600	TALONT000008201	TALONG000003577	TALONT000008201	2	671	Known	Genomic	None	1
3576	8202	PF3D7_1228500	TALONT000008202	TALONG000003576	TALONT000008202	1	1183	Known	Genomic	None	2
5564	8203	TALONG000005564	TALONT000008203	TALONG000005564	TALONT000008203	1	260	Antisense	Antisense	None	18
3578	8204	PF3D7_1228700	TALONT000008204	TALONG000003578	TALONT000008204	3	3607	Known	NNC	None	1
3579	8205	PF3D7_1228800	TALONT000008205	TALONG000003579	TALONT000008205	2	5452	Known	Genomic	None	1
3579	8206	PF3D7_1228800	TALONT000008206	TALONG000003579	TALONT000008206	2	3452	Known	Genomic	None	1
3579	8207	PF3D7_1228800	TALONT000008207	TALONG000003579	TALONT000008207	2	1183	Known	Genomic	None	1
3580	8208	PF3D7_1228900	TALONT000008208	TALONG000003580	TALONT000008208	1	357	Known	ISM	None	1
3584	8209	PF3D7_1229400	TALONT000008209	TALONG000003584	TALONT000008209	1	793	Known	ISM	None	1
3584	8210	PF3D7_1229400	TALONT000008210	TALONG000003584	TALONT000008210	3	1370	Known	NNC	None	1
3584	8211	PF3D7_1229400	TALONT000008211	TALONG000003584	TALONT000008211	3	859	Known	NNC	None	1
3584	8212	PF3D7_1229400	TALONT000008212	TALONG000003584	TALONT000008212	3	861	Known	NNC	None	1
3584	8213	PF3D7_1229400	TALONT000008213	TALONG000003584	TALONT000008213	3	862	Known	NNC	None	1
3584	8214	PF3D7_1229400	TALONT000008214	TALONG000003584	TALONT000008214	3	862	Known	NNC	None	1
3584	8215	PF3D7_1229400	TALONT000008215	TALONG000003584	TALONT000008215	1	556	Known	ISM	None	2
3585	8216	PF3D7_1229500	TALONT000008216	TALONG000003585	TALONT000008216	4	3394	Known	NNC	None	1
3585	8217	PF3D7_1229500	TALONT000008217	TALONG000003585	TALONT000008217	4	2309	Known	NNC	None	1
3585	8218	PF3D7_1229500	TALONT000008218	TALONG000003585	TALONT000008218	2	1878	Known	Genomic	None	1
3585	8219	PF3D7_1229500	TALONT000008219	TALONG000003585	TALONT000008219	1	1356	Known	Genomic	None	3
3586	8220	PF3D7_1229600	TALONT000008220	TALONG000003586	TALONT000008220	1	4488	Known	Genomic	None	2
3588	8221	PF3D7_1229800	TALONT000008221	TALONG000003588	TALONT000008221	3	1472	Known	ISM	Suffix	1
3590	8222	PF3D7_1230000	TALONT000008222	TALONG000003590	TALONT000008222	4	5331	Known	ISM	Suffix	1
3590	8223	PF3D7_1230000	TALONT000008223	TALONG000003590	TALONT000008223	2	1985	Known	ISM	Suffix	1
3590	8224	PF3D7_1230000	TALONT000008224	TALONG000003590	TALONT000008224	1	636	Known	Genomic	None	1
5565	8225	TALONG000005565	TALONT000008225	TALONG000005565	TALONT000008225	1	2500	Intergenic	Intergenic	None	1
3593	8226	PF3D7_1230400	TALONT000008226	TALONG000003593	TALONT000008226	1	1	Known	Genomic	None	1
3595	8227	PF3D7_1230600	TALONT000008227	TALONG000003595	TALONT000008227	2	1631	Known	NNC	None	1
3598	8228	PF3D7_1230900	TALONT000008228	TALONG000003598	TALONT000008228	2	3358	Known	Genomic	None	1
3598	8229	PF3D7_1230900	TALONT000008229	TALONG000003598	TALONT000008229	2	3962	Known	Genomic	None	1
3600	8230	PF3D7_1231100	TALONT000008230	TALONG000003600	TALONT000008230	1	403	Known	Genomic	None	3
5566	8231	TALONG000005566	TALONT000008231	TALONG000005566	TALONT000008231	1	397	Antisense	Antisense	None	1
3606	8232	PF3D7_1231700	TALONT000008232	TALONG000003606	TALONT000008232	3	1185	Known	NNC	None	1
3606	8233	PF3D7_1231700	TALONT000008233	TALONG000003606	TALONT000008233	1	686	Known	Genomic	None	1
3608	8234	PF3D7_1231900	TALONT000008234	TALONG000003608	TALONT000008234	2	263	Known	Genomic	None	1
3609	8235	PF3D7_1232000	TALONT000008235	TALONG000003609	TALONT000008235	1	29	Known	Genomic	None	1
3612	8236	PF3D7_1232300	TALONT000008236	TALONG000003612	TALONT000008236	4	1206	Known	NNC	None	1
3613	8237	PF3D7_1232400	TALONT000008237	TALONG000003613	TALONT000008237	2	2178	Known	Genomic	None	1
3613	8238	PF3D7_1232400	TALONT000008238	TALONG000003613	TALONT000008238	2	2167	Known	Genomic	None	1
3614	8239	PF3D7_1232500	TALONT000008239	TALONG000003614	TALONT000008239	1	2287	Known	Genomic	None	4
3616	8240	PF3D7_1232700	TALONT000008240	TALONG000003616	TALONT000008240	13	2423	Known	NNC	None	1
3618	8241	PF3D7_1232900	TALONT000008241	TALONG000003618	TALONT000008241	8	2544	Known	NIC	None	1
3622	8242	PF3D7_1233200	TALONT000008242	TALONG000003622	TALONT000008242	1	474	Known	Genomic	None	1
3624	8243	PF3D7_1233400	TALONT000008243	TALONG000003624	TALONT000008243	2	584	Known	ISM	Suffix	1
3625	8244	PF3D7_1233600	TALONT000008244	TALONG000003625	TALONT000008244	4	5027	Known	NNC	None	1
3627	8245	PF3D7_1233800	TALONT000008245	TALONG000003627	TALONT000008245	1	612	Known	ISM	None	1
3627	8246	PF3D7_1233800	TALONT000008246	TALONG000003627	TALONT000008246	2	1051	Known	ISM	Prefix	1
3627	8247	PF3D7_1233800	TALONT000008247	TALONG000003627	TALONT000008247	3	1066	Known	ISM	Suffix	1
3627	8248	PF3D7_1233800	TALONT000008248	TALONG000003627	TALONT000008248	2	540	Known	Genomic	None	1
3630	8249	PF3D7_1234100	TALONT000008249	TALONG000003630	TALONT000008249	2	6660	Known	Genomic	None	1
5567	8250	TALONG000005567	TALONT000008250	TALONG000005567	TALONT000008250	2	7984	Antisense	Antisense	None	1
5567	8251	TALONG000005567	TALONT000008251	TALONG000005567	TALONT000008251	3	5160	Antisense	NNC	None	1
5567	8252	TALONG000005567	TALONT000008252	TALONG000005567	TALONT000008252	3	2795	Antisense	NNC	None	1
3636	8253	PF3D7_1234800	TALONT000008253	TALONG000003636	TALONT000008253	3	5013	Known	ISM	Suffix	1
3636	8254	PF3D7_1234800	TALONT000008254	TALONG000003636	TALONT000008254	5	3586	Known	NNC	None	1
3641	8255	PF3D7_1235300	TALONT000008255	TALONG000003641	TALONT000008255	2	5660	Known	Genomic	None	1
3641	8256	PF3D7_1235300	TALONT000008256	TALONG000003641	TALONT000008256	2	5470	Known	Genomic	None	1
3641	8257	PF3D7_1235300	TALONT000008257	TALONG000003641	TALONT000008257	2	3546	Known	Genomic	None	1
3644	8258	PF3D7_1235600	TALONT000008258	TALONG000003644	TALONT000008258	4	2077	Known	NNC	None	1
3644	8259	PF3D7_1235600	TALONT000008259	TALONG000003644	TALONT000008259	3	1845	Known	ISM	Suffix	5
3644	8260	PF3D7_1235600	TALONT000008260	TALONG000003644	TALONT000008260	1	312	Known	Genomic	None	1
3645	8261	PF3D7_1235700	TALONT000008261	TALONG000003645	TALONT000008261	2	3068	Known	Genomic	None	1
3646	8262	PF3D7_1235800	TALONT000008262	TALONG000003646	TALONT000008262	5	2703	Known	ISM	Suffix	1
3647	8263	PF3D7_1235900	TALONT000008263	TALONG000003647	TALONT000008263	1	687	Known	ISM	None	1
5568	8264	TALONG000005568	TALONT000008264	TALONG000005568	TALONT000008264	1	489	Intergenic	Intergenic	None	1
3652	8265	PF3D7_1236400	TALONT000008265	TALONG000003652	TALONT000008265	3	2616	Known	NNC	None	1
3652	8266	PF3D7_1236400	TALONT000008266	TALONG000003652	TALONT000008266	2	2604	Known	ISM	Prefix	1
3655	8267	PF3D7_1236650	TALONT000008267	TALONG000003655	TALONT000008267	1	828	Known	Genomic	None	1
3655	8268	PF3D7_1236650	TALONT000008268	TALONG000003655	TALONT000008268	3	733	Known	NNC	None	1
3658	8269	PF3D7_1236900	TALONT000008269	TALONG000003658	TALONT000008269	2	2365	Known	Genomic	None	1
3658	8270	PF3D7_1236900	TALONT000008270	TALONG000003658	TALONT000008270	1	519	Known	Genomic	None	1
3658	8271	PF3D7_1236900	TALONT000008271	TALONG000003658	TALONT000008271	2	1577	Known	NNC	None	1
3658	8272	PF3D7_1236900	TALONT000008272	TALONG000003658	TALONT000008272	5	2197	Known	NIC	None	1
3658	8273	PF3D7_1236900	TALONT000008273	TALONG000003658	TALONT000008273	3	1558	Known	ISM	Prefix	1
3660	8274	PF3D7_1237100	TALONT000008274	TALONG000003660	TALONT000008274	2	3663	Known	Genomic	None	1
3663	8275	PF3D7_1237400	TALONT000008275	TALONG000003663	TALONT000008275	2	1358	Known	ISM	Suffix	1
3663	8276	PF3D7_1237400	TALONT000008276	TALONG000003663	TALONT000008276	1	206	Known	Genomic	None	1
3666	8277	PF3D7_1237700	TALONT000008277	TALONG000003666	TALONT000008277	2	2208	Known	NNC	None	1
3666	8278	PF3D7_1237700	TALONT000008278	TALONG000003666	TALONT000008278	3	1819	Known	NNC	None	1
3666	8279	PF3D7_1237700	TALONT000008279	TALONG000003666	TALONT000008279	1	1089	Known	Genomic	None	10
5569	8280	TALONG000005569	TALONT000008280	TALONG000005569	TALONT000008280	1	723	Intergenic	Intergenic	None	1
3668	8281	PF3D7_1237900	TALONT000008281	TALONG000003668	TALONT000008281	2	3861	Known	Genomic	None	1
3670	8282	PF3D7_1238100	TALONT000008282	TALONG000003670	TALONT000008282	2	1240	Known	Genomic	None	1
3671	8283	PF3D7_1238200	TALONT000008283	TALONG000003671	TALONT000008283	1	2015	Known	Genomic	None	1
3673	8284	PF3D7_1238400	TALONT000008284	TALONG000003673	TALONT000008284	2	668	Known	ISM	Suffix	1
3673	8285	PF3D7_1238400	TALONT000008285	TALONG000003673	TALONT000008285	5	1006	Known	NNC	None	1
3674	8286	PF3D7_1238500	TALONT000008286	TALONG000003674	TALONT000008286	1	1308	Known	Genomic	None	1
3676	8287	PF3D7_1238700	TALONT000008287	TALONG000003676	TALONT000008287	2	1682	Known	ISM	Suffix	1
5570	8288	TALONG000005570	TALONT000008288	TALONG000005570	TALONT000008288	1	1297	Intergenic	Intergenic	None	3
3684	8289	PF3D7_1239500	TALONT000008289	TALONG000003684	TALONT000008289	2	3936	Known	Genomic	None	1
3686	8290	PF3D7_1239700	TALONT000008290	TALONG000003686	TALONT000008290	2	3084	Known	Genomic	None	1
3691	8291	PF3D7_1240300	TALONT000008291	TALONG000003691	TALONT000008291	1	1839	Known	Genomic	None	2
3693	8292	PF3D7_1240600	TALONT000008292	TALONG000003693	TALONT000008292	1	1341	Known	ISM	None	1
3694	8293	PF3D7_1240900	TALONT000008293	TALONG000003694	TALONT000008293	1	1151	Known	Genomic	None	1
3694	8294	PF3D7_1240900	TALONT000008294	TALONG000003694	TALONT000008294	1	1826	Known	Genomic	None	2
3696	8295	PF3D7_1241200	TALONT000008295	TALONG000003696	TALONT000008295	1	4094	Known	Genomic	None	4
3699	8296	PF3D7_1241500	TALONT000008296	TALONG000003699	TALONT000008296	2	2462	Known	Genomic	None	1
3700	8297	PF3D7_1241600	TALONT000008297	TALONG000003700	TALONT000008297	6	1421	Known	NNC	None	1
3700	8298	PF3D7_1241600	TALONT000008298	TALONG000003700	TALONT000008298	6	1138	Known	ISM	Suffix	1
3707	8299	PF3D7_1242300	TALONT000008299	TALONG000003707	TALONT000008299	8	1234	Known	NNC	None	3
3707	8300	PF3D7_1242300	TALONT000008300	TALONG000003707	TALONT000008300	4	1383	Known	NNC	None	1
3708	8301	PF3D7_1242400	TALONT000008301	TALONG000003708	TALONT000008301	2	1233	Known	NNC	None	1
3711	8302	PF3D7_1242700	TALONT000008302	TALONG000003711	TALONT000008302	1	663	Known	ISM	None	3
3712	8303	PF3D7_1242800	TALONT000008303	TALONG000003712	TALONT000008303	3	2007	Known	ISM	Suffix	2
3712	8304	PF3D7_1242800	TALONT000008304	TALONG000003712	TALONT000008304	1	472	Known	Genomic	None	8
3713	8305	PF3D7_1242900	TALONT000008305	TALONG000003713	TALONT000008305	4	1415	Known	NNC	None	1
3720	8306	PF3D7_1243600	TALONT000008306	TALONG000003720	TALONT000008306	2	1124	Known	NNC	None	1
3720	8307	PF3D7_1243600	TALONT000008307	TALONG000003720	TALONT000008307	1	1023	Known	ISM	None	16
3721	8308	PF3D7_1243700	TALONT000008308	TALONG000003721	TALONT000008308	2	1411	Known	Genomic	None	1
3721	8309	PF3D7_1243700	TALONT000008309	TALONG000003721	TALONT000008309	2	436	Known	NNC	None	1
3722	8310	PF3D7_1243800	TALONT000008310	TALONG000003722	TALONT000008310	4	2341	Known	NNC	None	1
3722	8311	PF3D7_1243800	TALONT000008311	TALONG000003722	TALONT000008311	4	2058	Known	NNC	None	1
3722	8312	PF3D7_1243800	TALONT000008312	TALONG000003722	TALONT000008312	2	2566	Known	ISM	None	1
3721	8313	PF3D7_1243700	TALONT000008313	TALONG000003721	TALONT000008313	2	2270	Known	Genomic	None	1
3721	8314	PF3D7_1243700	TALONT000008314	TALONG000003721	TALONT000008314	2	1613	Known	NNC	None	1
3724	8315	PF3D7_1244000	TALONT000008315	TALONG000003724	TALONT000008315	2	1492	Known	ISM	Suffix	1
3731	8316	PF3D7_1244800	TALONT000008316	TALONG000003731	TALONT000008316	9	2352	Known	NNC	None	3
3731	8317	PF3D7_1244800	TALONT000008317	TALONG000003731	TALONT000008317	6	2748	Known	NNC	None	1
3731	8318	PF3D7_1244800	TALONT000008318	TALONG000003731	TALONT000008318	7	1134	Known	ISM	Suffix	1
3733	8319	PF3D7_1245000	TALONT000008319	TALONG000003733	TALONT000008319	2	1573	Known	Genomic	None	1
3732	8320	PF3D7_1244900	TALONT000008320	TALONG000003732	TALONT000008320	5	3505	Known	NNC	None	1
3732	8321	PF3D7_1244900	TALONT000008321	TALONG000003732	TALONT000008321	4	3826	Known	NIC	None	1
3733	8322	PF3D7_1245000	TALONT000008322	TALONG000003733	TALONT000008322	2	1737	Known	Genomic	None	1
3734	8323	PF3D7_1245100	TALONT000008323	TALONG000003734	TALONT000008323	1	4455	Known	ISM	None	1
3735	8324	PF3D7_1245200	TALONT000008324	TALONG000003735	TALONT000008324	2	1668	Known	Genomic	None	1
3738	8325	PF3D7_1245500	TALONT000008325	TALONG000003738	TALONT000008325	11	1460	Known	NNC	None	1
3740	8326	PF3D7_1245800	TALONT000008326	TALONG000003740	TALONT000008326	4	1863	Known	NNC	None	1
3745	8327	PF3D7_1246300	TALONT000008327	TALONG000003745	TALONT000008327	4	1733	Known	NNC	None	1
3750	8328	PF3D7_1246800	TALONT000008328	TALONG000003750	TALONT000008328	3	1768	Known	NIC	None	1
3751	8329	PF3D7_1246900	TALONT000008329	TALONG000003751	TALONT000008329	2	2120	Known	NNC	None	1
3755	8330	PF3D7_1247300	TALONT000008330	TALONG000003755	TALONT000008330	2	717	Known	Genomic	None	1
3755	8331	PF3D7_1247300	TALONT000008331	TALONG000003755	TALONT000008331	1	534	Known	ISM	None	1
3763	8332	PF3D7_1248100	TALONT000008332	TALONG000003763	TALONT000008332	2	1579	Known	Genomic	None	1
3767	8333	PF3D7_1248500	TALONT000008333	TALONG000003767	TALONT000008333	3	1641	Known	NNC	None	1
3767	8334	PF3D7_1248500	TALONT000008334	TALONG000003767	TALONT000008334	1	1520	Known	ISM	None	7
3767	8335	PF3D7_1248500	TALONT000008335	TALONG000003767	TALONT000008335	2	1464	Known	Genomic	None	1
3767	8336	PF3D7_1248500	TALONT000008336	TALONG000003767	TALONT000008336	2	1725	Known	NNC	None	7
3767	8337	PF3D7_1248500	TALONT000008337	TALONG000003767	TALONT000008337	3	1669	Known	NNC	None	1
3767	8338	PF3D7_1248500	TALONT000008338	TALONG000003767	TALONT000008338	2	1472	Known	Genomic	None	1
3767	8339	PF3D7_1248500	TALONT000008339	TALONG000003767	TALONT000008339	3	1637	Known	NNC	None	1
3768	8340	PF3D7_1248600	TALONT000008340	TALONG000003768	TALONT000008340	1	2187	Known	ISM	None	1
3768	8341	PF3D7_1248600	TALONT000008341	TALONG000003768	TALONT000008341	1	432	Known	Genomic	None	1
3771	8342	PF3D7_1248900	TALONT000008342	TALONG000003771	TALONT000008342	3	2209	Known	Genomic	None	1
3771	8343	PF3D7_1248900	TALONT000008343	TALONG000003771	TALONT000008343	2	2192	Known	NNC	None	1
3771	8344	PF3D7_1248900	TALONT000008344	TALONG000003771	TALONT000008344	2	2116	Known	Genomic	None	1
5571	8345	TALONG000005571	TALONT000008345	TALONG000005571	TALONT000008345	1	1	Antisense	Antisense	None	1
3773	8346	PF3D7_1249100	TALONT000008346	TALONG000003773	TALONT000008346	2	2115	Known	ISM	Prefix	1
3775	8347	PF3D7_1249300	TALONT000008347	TALONG000003775	TALONT000008347	2	3744	Known	Genomic	None	2
3777	8348	PF3D7_1249500	TALONT000008348	TALONG000003777	TALONT000008348	7	1999	Known	NNC	None	1
3775	8349	PF3D7_1249300	TALONT000008349	TALONG000003775	TALONT000008349	2	673	Known	Genomic	None	1
3777	8350	PF3D7_1249500	TALONT000008350	TALONG000003777	TALONT000008350	5	1172	Known	NNC	None	1
3780	8351	PF3D7_1249800	TALONT000008351	TALONG000003780	TALONT000008351	1	605	Known	Genomic	None	2
3788	8352	PF3D7_1250600	TALONT000008352	TALONG000003788	TALONT000008352	3	3475	Known	Genomic	None	1
3789	8353	PF3D7_1250700	TALONT000008353	TALONG000003789	TALONT000008353	1	99	Known	Genomic	None	1
3790	8354	PF3D7_1250800	TALONT000008354	TALONG000003790	TALONT000008354	1	2883	Known	Genomic	None	1
3793	8355	PF3D7_1251100	TALONT000008355	TALONG000003793	TALONT000008355	4	1044	Known	NNC	None	1
3793	8356	PF3D7_1251100	TALONT000008356	TALONG000003793	TALONT000008356	5	1187	Known	NNC	None	1
3794	8357	PF3D7_1251200	TALONT000008357	TALONG000003794	TALONT000008357	1	2172	Known	ISM	None	2
3795	8358	PF3D7_1251300	TALONT000008358	TALONG000003795	TALONT000008358	1	29	Known	Genomic	None	1
5572	8359	TALONG000005572	TALONT000008359	TALONG000005572	TALONT000008359	1	1	Antisense	Antisense	None	1
3801	8360	PF3D7_1252100	TALONT000008360	TALONG000003801	TALONT000008360	1	1684	Known	Genomic	None	6
5573	8361	TALONG000005573	TALONT000008361	TALONG000005573	TALONT000008361	1	520	Intergenic	Intergenic	None	1
3803	8362	PF3D7_1252300	TALONT000008362	TALONG000003803	TALONT000008362	3	2202	Known	NNC	None	3
3803	8363	PF3D7_1252300	TALONT000008363	TALONG000003803	TALONT000008363	3	1583	Known	NNC	None	1
3803	8364	PF3D7_1252300	TALONT000008364	TALONG000003803	TALONT000008364	1	616	Known	ISM	None	1
5574	8365	TALONG000005574	TALONT000008365	TALONG000005574	TALONT000008365	1	1431	Antisense	Antisense	None	1
3806	8366	PF3D7_1252700	TALONT000008366	TALONG000003806	TALONT000008366	1	2478	Known	ISM	None	8
5575	8367	TALONG000005575	TALONT000008367	TALONG000005575	TALONT000008367	1	765	Intergenic	Intergenic	None	1
3807	8368	PF3D7_1252800	TALONT000008368	TALONG000003807	TALONT000008368	1	2692	Known	ISM	None	1
3809	8369	PF3D7_1253000	TALONT000008369	TALONG000003809	TALONT000008369	2	2655	Known	NNC	None	3
3809	8370	PF3D7_1253000	TALONT000008370	TALONG000003809	TALONT000008370	2	3183	Known	NNC	None	2
3809	8371	PF3D7_1253000	TALONT000008371	TALONG000003809	TALONT000008371	1	1700	Known	ISM	None	2
3810	8372	PF3D7_1253100	TALONT000008372	TALONG000003810	TALONT000008372	3	1774	Known	NNC	None	1
3810	8373	PF3D7_1253100	TALONT000008373	TALONG000003810	TALONT000008373	3	1761	Known	NNC	None	1
3810	8374	PF3D7_1253100	TALONT000008374	TALONG000003810	TALONT000008374	1	1256	Known	Genomic	None	2
3811	8375	PF3D7_1253200	TALONT000008375	TALONG000003811	TALONT000008375	2	1630	Known	NNC	None	2
3811	8376	PF3D7_1253200	TALONT000008376	TALONG000003811	TALONT000008376	1	1101	Known	Genomic	None	3
5576	8377	TALONG000005576	TALONT000008377	TALONG000005576	TALONT000008377	1	195	Intergenic	Intergenic	None	1
3829	8378	PF3D7_1300100	TALONT000008378	TALONG000003829	TALONT000008378	1	1634	Known	Genomic	None	2
5577	8379	TALONG000005577	TALONT000008379	TALONG000005577	TALONT000008379	1	688	Intergenic	Intergenic	None	1
5578	8380	TALONG000005578	TALONT000008380	TALONG000005578	TALONT000008380	1	1356	Intergenic	Intergenic	None	1
3838	8381	PF3D7_1301400	TALONT000008381	TALONG000003838	TALONT000008381	3	2334	Known	NNC	None	1
3838	8382	PF3D7_1301400	TALONT000008382	TALONG000003838	TALONT000008382	1	1816	Known	Genomic	None	1
3841	8383	PF3D7_1301700	TALONT000008383	TALONG000003841	TALONT000008383	3	1602	Known	NNC	None	1
3841	8384	PF3D7_1301700	TALONT000008384	TALONG000003841	TALONT000008384	3	1665	Known	NNC	None	1
3841	8385	PF3D7_1301700	TALONT000008385	TALONG000003841	TALONT000008385	3	1594	Known	NNC	None	1
3841	8386	PF3D7_1301700	TALONT000008386	TALONG000003841	TALONT000008386	3	1191	Known	NNC	None	1
3841	8387	PF3D7_1301700	TALONT000008387	TALONG000003841	TALONT000008387	1	1031	Known	ISM	None	1
5579	8388	TALONG000005579	TALONT000008388	TALONG000005579	TALONT000008388	1	304	Intergenic	Intergenic	None	1
3847	8389	PF3D7_1302300	TALONT000008389	TALONG000003847	TALONT000008389	3	1341	Known	NNC	None	1
3849	8390	PF3D7_1302500	TALONT000008390	TALONG000003849	TALONT000008390	1	4072	Known	ISM	None	3
3849	8391	PF3D7_1302500	TALONT000008391	TALONG000003849	TALONT000008391	3	5966	Known	ISM	Suffix	1
3852	8392	PF3D7_1302800	TALONT000008392	TALONG000003852	TALONT000008392	3	969	Known	NNC	None	2
3852	8393	PF3D7_1302800	TALONT000008393	TALONG000003852	TALONT000008393	1	1536	Known	Genomic	None	2
3854	8394	PF3D7_1303000	TALONT000008394	TALONG000003854	TALONT000008394	4	1488	Known	NIC	None	11
3854	8395	PF3D7_1303000	TALONT000008395	TALONG000003854	TALONT000008395	5	1431	Known	NNC	None	1
3856	8396	PF3D7_1303200	TALONT000008396	TALONG000003856	TALONT000008396	1	737	Known	ISM	None	1
3856	8397	PF3D7_1303200	TALONT000008397	TALONG000003856	TALONT000008397	5	1677	Known	NNC	None	1
3859	8398	PF3D7_1303500	TALONT000008398	TALONG000003859	TALONT000008398	3	3123	Known	NNC	None	1
3861	8399	PF3D7_1303700	TALONT000008399	TALONG000003861	TALONT000008399	4	3885	Known	ISM	Suffix	1
3861	8400	PF3D7_1303700	TALONT000008400	TALONG000003861	TALONT000008400	1	2155	Known	Genomic	None	1
3876	8401	PF3D7_1305300	TALONT000008401	TALONG000003876	TALONT000008401	3	1218	Known	NNC	None	1
3876	8402	PF3D7_1305300	TALONT000008402	TALONG000003876	TALONT000008402	1	645	Known	Genomic	None	1
3880	8403	PF3D7_1305700	TALONT000008403	TALONG000003880	TALONT000008403	2	1202	Known	Genomic	None	1
3882	8404	PF3D7_1305900	TALONT000008404	TALONG000003882	TALONT000008404	1	706	Known	Genomic	None	1
3883	8405	PF3D7_1306000	TALONT000008405	TALONG000003883	TALONT000008405	2	2464	Known	Genomic	None	1
3883	8406	PF3D7_1306000	TALONT000008406	TALONG000003883	TALONT000008406	2	2537	Known	Genomic	None	1
3887	8407	PF3D7_1306400	TALONT000008407	TALONG000003887	TALONT000008407	3	2382	Known	Genomic	None	1
3887	8408	PF3D7_1306400	TALONT000008408	TALONG000003887	TALONT000008408	3	1703	Known	NNC	None	1
3887	8409	PF3D7_1306400	TALONT000008409	TALONG000003887	TALONT000008409	2	1901	Known	ISM	Both	19
3887	8410	PF3D7_1306400	TALONT000008410	TALONG000003887	TALONT000008410	3	1815	Known	NNC	None	1
3887	8411	PF3D7_1306400	TALONT000008411	TALONG000003887	TALONT000008411	2	1852	Known	Genomic	None	1
3887	8412	PF3D7_1306400	TALONT000008412	TALONG000003887	TALONT000008412	3	1830	Known	NNC	None	1
3888	8413	PF3D7_1306500	TALONT000008413	TALONG000003888	TALONT000008413	2	3478	Known	Genomic	None	1
3889	8414	PF3D7_1306600	TALONT000008414	TALONG000003889	TALONT000008414	1	161	Known	Genomic	None	1
3890	8415	PF3D7_1306700	TALONT000008415	TALONG000003890	TALONT000008415	2	2200	Known	Genomic	None	1
3890	8416	PF3D7_1306700	TALONT000008416	TALONG000003890	TALONT000008416	3	1913	Known	ISM	Suffix	1
3894	8417	PF3D7_1307100	TALONT000008417	TALONG000003894	TALONT000008417	2	2407	Known	Genomic	None	1
3898	8418	PF3D7_1307500	TALONT000008418	TALONG000003898	TALONT000008418	1	687	Known	Genomic	None	2
3898	8419	PF3D7_1307500	TALONT000008419	TALONG000003898	TALONT000008419	2	1345	Known	ISM	Suffix	2
3901	8420	PF3D7_1307800	TALONT000008420	TALONG000003901	TALONT000008420	3	2366	Known	NNC	None	1
